City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
363,sassandra,4.95,-6.0833,23.82,94,91,7.47,CI,1694652313
364,motueka,-41.1333,173.0167,14.5,58,100,5.82,NZ,1694652313
365,merritt,50.1123,-120.7942,23.51,34,7,1.01,CA,1694652313
366,salalah,17.0151,54.0924,27.05,94,75,8.05,OM,1694652269
367,prince rupert,54.3161,-130.3201,15.05,70,100,10.36,CA,1694652303
368,genhe,50.7833,121.5167,9.33,70,15,3.29,CN,1694652313
369,dawei,14.0833,98.2,23.84,97,100,3.22,MM,1694652313
370,remire-montjoly,4.9167,-52.2667,26.02,89,0,3.44,GF,1694652313
371,mangalore,12.8667,74.8833,24.48,100,75,4.61,IN,1694652313
372,kayangel,8.0823,134.7173,28.15,78,94,9.53,PW,1694652314
373,giyani,-23.3025,30.7187,14.81,68,41,1.19,ZA,1694652314
374,as sulayyil,20.4607,45.5779,31.14,16,0,2.66,SA,1694652314
375,zubova polyana,54.0771,42.8372,9.08,88,22,3.91,RU,1694652314
376,morinville,53.8001,-113.652,17.18,70,40,8.05,CA,1694652314
377,port-vila,-17.7338,168.3219,23.78,94,100,13.8,VU,1694652314
378,choix,26.7092,-108.3219,33.44,46,4,4.94,MX,1694652314
379,hotan,37.0997,79.9269,22.3,22,0,4.99,CN,1694652314
380,charters towers,-20.1,146.2667,25.43,24,5,18.72,AU,1694652314
381,manaure,11.7751,-72.4445,28.75,82,16,15.75,CO,1694652314
382,colby,39.3958,-101.0524,20.03,67,40,16.11,US,1694652315
383,yantai,37.5333,121.4,23.92,51,0,8.86,CN,1694652194
384,ta`u,-14.2336,-169.5144,26.79,79,22,16.24,AS,1694652315
385,bischofswerda,51.1277,14.1797,17.86,90,100,9.26,DE,1694652216
386,milagros,12.2181,123.5095,28.88,76,99,7.56,PH,1694652315
387,salinopolis,-0.6136,-47.3561,26.75,80,6,12.24,BR,1694652315
388,ambatolampy,-19.3833,47.4167,9.08,94,38,3.44,MG,1694652315
389,zhalantun,48.0,122.7167,15.42,56,100,4.25,CN,1694652315
390,cerro azul,21.2,-97.7333,26.74,77,3,7.52,MX,1694652316
391,wauseon,41.5492,-84.1416,16.4,87,0,5.75,US,1694652316
392,asau,46.4333,26.4,14.6,63,18,5.23,RO,1694652316
393,thala,35.5724,8.6703,22.06,54,61,0.38,TN,1694652316
394,shilin,24.8188,103.3324,17.44,82,68,1.95,CN,1694652316
395,broken hill,-31.95,141.4333,24.95,20,100,17.16,AU,1694652316
396,alta sierra,35.7291,-118.5495,23.95,37,0,6.69,US,1694652316
397,traiguen,-38.25,-72.6833,7.3,94,100,19.44,CL,1694652316
398,lionel town,17.8101,-77.2406,30.94,78,16,0.89,JM,1694652316
399,gadzhiyevo,69.2551,33.3362,6.61,83,100,6.67,RU,1694652317
400,kazan,55.7887,49.1221,6.34,60,100,1.63,RU,1694652178
401,vilyuysk,63.7553,121.6247,3.08,96,100,8.5,RU,1694652317
402,antsiranana,-12.2787,49.2917,21.96,81,9,14.05,MG,1694652317
403,san luis,-33.295,-66.3356,12.47,23,100,4.56,AR,1694652317
404,porto novo,6.4965,2.6036,24.09,92,100,4.59,BJ,1694652317
405,klaksvik,62.2266,-6.589,10.51,77,100,26.75,FO,1694652317
406,fort bragg,35.139,-79.006,25.85,86,100,0.0,US,1694652317
407,yuzhno-kurilsk,44.0306,145.8556,17.01,96,100,4.21,RU,1694652317
408,namsos,64.4662,11.4957,3.95,93,100,2.3,NO,1694652301
409,carutapera,-1.195,-46.02,26.06,82,8,8.72,BR,1694652318
410,lisala,2.15,21.5167,20.66,99,100,0.69,CD,1694652318
411,korsun-shevchenkivskyi,49.4189,31.2587,15.45,53,95,5.12,UA,1694652318
412,nogliki,51.8333,143.1667,16.02,47,0,15.73,RU,1694652318
413,kwang binh,17.4833,106.6,25.68,89,100,6.8,VN,1694652021
414,mhamid,29.82,-5.72,29.1,30,100,4.43,MA,1694652318
415,bandarbeyla,9.4942,50.8122,25.96,75,83,25.05,SO,1694652318
416,novobelokatay,55.7062,58.9549,10.23,89,100,0.47,RU,1694652319
417,vorgashor,67.5833,63.95,8.57,87,48,14.58,RU,1694652319
418,tingo maria,-9.2895,-76.0088,21.77,92,57,2.1,PE,1694652319
419,warah,27.4481,67.7978,27.5,69,40,6.02,PK,1694652319
420,crane,31.3974,-102.3501,26.13,54,4,10.27,US,1694652319
421,tsiombe,-25.3,45.4833,19.62,83,97,13.76,MG,1694652319
422,bom jesus,-9.0744,-44.3586,24.36,37,0,2.57,BR,1694652319
423,chumphon,10.3333,98.8333,23.98,92,100,2.08,TH,1694652319
424,siguiri,11.6667,-9.5,21.51,96,100,4.47,GN,1694652320
425,nam som,17.7704,102.1895,24.61,91,100,5.37,TH,1694652320
426,shilka,51.85,116.0333,13.98,41,60,7.83,RU,1694652320
427,aldinga beach,-35.2793,138.4604,27.37,44,100,17.02,AU,1694652320
428,hadibu,12.65,54.0333,26.77,81,99,18.14,YE,1694652320
429,qandala,11.472,49.8728,32.26,55,9,6.85,SO,1694652320
430,sao vicente,-23.9631,-46.3919,34.1,48,91,5.03,BR,1694652182
431,shakawe,-18.3667,21.85,17.31,53,0,5.12,BW,1694652320
432,saskatoon,52.1168,-106.6345,21.2,50,75,6.91,CA,1694652320
433,shingu,33.7333,135.9833,28.63,71,65,3.24,JP,1694652320
434,nikolayevsk-on-amure,53.1406,140.73,14.41,41,0,12.37,RU,1694652321
435,port saint john's,-31.6229,29.5448,17.13,63,0,8.55,ZA,1694652321
436,goure,13.9835,10.2704,29.34,50,88,7.7,NE,1694652321
437,nyurba,63.2842,118.3319,1.95,97,100,10.47,RU,1694652321
438,katabu,-4.9333,122.5167,29.21,53,87,8.34,ID,1694652321
439,salinas,36.6777,-121.6555,22.77,81,100,12.66,US,1694652321
440,mahina,-17.5065,-149.489,26.87,61,75,10.36,PF,1694652321
441,east end,34.5507,-92.341,25.84,62,100,6.04,US,1694652321
442,amahai,-3.3333,128.9167,26.69,80,98,8.55,ID,1694652321
443,polygyros,40.3744,23.4383,19.22,59,68,1.43,GR,1694652322
444,sarupathar,26.1984,93.8094,26.08,92,23,0.89,IN,1694652322
445,nacozari viejo,30.4,-109.65,27.17,28,10,12.1,MX,1694652322
446,kolonia,50.9333,6.95,15.48,89,0,2.3,DE,1694652042
447,changji,44.0167,87.3167,17.44,67,0,4.47,CN,1694652322
448,yunyang,33.4474,112.7142,22.79,74,0,4.0,CN,1694652322
449,at taj,24.2049,23.2857,24.5,30,0,8.1,LY,1694652322
450,sultanah,24.4926,39.5857,33.25,9,0,4.61,SA,1694652322
451,miyaly,48.8844,53.7836,16.4,55,59,5.46,KZ,1694652322
452,gornopravdinsk,60.05,69.9,10.68,94,45,1.36,RU,1694652084
453,sandnessjoen,66.0217,12.6316,4.29,60,99,8.77,NO,1694652323
454,zyrya,40.3661,50.2917,21.05,61,100,22.19,AZ,1694652323
455,lincoln city,44.9582,-124.0179,26.44,75,56,21.99,US,1694652323
456,dzerzhinsky,55.6311,37.8501,12.93,65,70,4.63,RU,1694652323
457,nabire,-3.3667,135.4833,24.74,92,100,1.95,ID,1694652323
458,riversdale,18.1659,-76.9642,29.92,89,11,1.79,JM,1694652323
459,hargeysa,9.56,44.065,21.14,69,22,20.58,SO,1694652323
460,kuybyshev,55.4475,78.3218,7.53,96,13,7.36,RU,1694652323
461,itoman,26.1247,127.6694,31.21,70,20,10.36,JP,1694652323
462,kingisepp,59.3733,28.6134,14.25,89,93,8.77,RU,1694652324
463,nguigmi,14.2495,13.1092,30.17,52,100,1.41,NE,1694652324
464,vershino-darasunskiy,52.35,115.5167,12.25,42,17,5.73,RU,1694652324
465,okahao,-17.885,15.0667,18.58,17,0,2.26,NA,1694652324
466,mont-laurier,46.5501,-75.4993,14.79,81,100,6.4,CA,1694652324
467,lichtenburg,-26.152,26.1597,7.54,94,3,16.06,ZA,1694652324
468,saint-louis,16.3333,-15.0,29.8,62,5,15.14,SN,1694652324
469,mount isa,-20.7333,139.5,25.87,29,0,13.8,AU,1694652324
470,tindouf,27.6711,-8.1474,27.25,36,0,11.5,DZ,1694652275
471,celestun,20.8667,-90.4,28.82,74,21,14.29,MX,1694652324
472,la cocha,-27.7773,-65.5704,13.14,29,0,4.32,AR,1694652325
473,mili,6.0815,171.735,29.07,68,85,5.82,MH,1694652325
474,carbonear,47.7332,-53.2148,16.35,96,14,6.02,CA,1694652325
475,el granada,37.5027,-122.4694,28.36,79,100,14.97,US,1694652325
476,bereeda,11.8704,51.0579,30.13,60,1,11.48,SO,1694652325
477,arica,-18.475,-70.3042,18.13,77,100,11.5,CL,1694652026
478,taltal,-25.4,-70.4833,18.45,52,0,5.53,CL,1694652325
479,chonchi,-42.6128,-73.8092,10.07,97,100,8.93,CL,1694652325
480,barkly west,-28.5354,24.5215,11.15,67,0,17.43,ZA,1694652325
481,kingscliff,-28.2667,153.5667,22.89,43,40,10.36,AU,1694652326
482,ha tinh,18.3333,105.9,24.39,93,100,4.27,VN,1694652326
483,camarinas,43.1311,-9.1817,18.29,89,49,17.02,ES,1694652326
484,port augusta,-32.5,137.7667,26.66,17,100,25.77,AU,1694652326
485,talata mafara,12.5732,6.0597,25.28,82,58,6.42,NG,1694652326
486,cibitoke,-2.8833,29.25,18.08,81,97,3.53,BI,1694652326
487,kingsbridge,50.2845,-3.7764,13.67,92,51,5.5,GB,1694652326
488,el porvenir,13.7617,-87.3458,29.63,88,41,3.6,HN,1694652326
489,manadhoo,5.7667,73.3833,27.96,76,100,11.32,MV,1694652326
490,la'ie,21.6477,-157.9253,29.66,73,30,5.99,US,1694652327
491,robore,-18.3333,-59.75,15.77,66,100,3.47,BO,1694652327
492,filadelfia,39.9523,-75.1638,24.37,72,0,6.91,US,1694652327
493,divo,5.8397,-5.36,22.6,99,100,2.98,CI,1694652327
494,nuuk,64.1835,-51.7216,6.34,93,100,56.39,GL,1694652327
495,cassilandia,-19.1133,-51.7342,24.03,68,92,18.63,BR,1694652327
496,patterson,37.4716,-121.1297,33.75,37,0,7.87,US,1694652327
497,yerofey pavlovich,53.9667,121.9667,9.57,62,71,5.08,RU,1694652327
498,conception bay south,47.4999,-52.9981,15.97,96,18,6.11,CA,1694652327
499,minas de marcona,-15.2119,-75.1103,12.24,86,93,15.93,PE,1694652328
500,bafra,41.5678,35.9069,15.45,70,0,5.68,TR,1694652328
501,viana do castelo,41.6932,-8.8329,19.44,71,53,3.85,PT,1694652328
502,boende,-0.2167,20.8667,21.37,98,84,1.03,CD,1694652328
503,lubny,50.0163,32.9969,13.19,45,75,8.41,UA,1694652126
504,rapar,23.5667,70.6333,27.62,66,83,11.88,IN,1694652328
505,jaguey grande,22.5269,-81.1286,27.14,75,0,7.23,CU,1694652328
506,ternate,0.8,127.4,27.35,75,99,5.46,ID,1694652277
507,lamu,-2.2717,40.902,24.12,87,78,14.63,KE,1694652329
508,ngereklmadel,7.4883,134.4856,30.05,74,75,6.91,PW,1694652329
509,chamical,-30.36,-66.314,13.03,26,0,4.74,AR,1694652329
510,polyarnyy,69.1989,33.4478,6.78,83,100,8.12,RU,1694652329
511,puerto baquerizo moreno,-0.9,-89.6,23.77,87,97,14.0,EC,1694652329
512,berriane,32.8265,3.7669,25.45,42,88,6.06,DZ,1694652329
513,dillon,34.4166,-79.3712,26.99,84,89,3.42,US,1694652329
514,rosarito,32.3333,-117.0333,24.26,69,0,10.11,MX,1694652329
515,ketchikan,55.3422,-131.6461,15.26,77,100,14.97,US,1694652329
516,hami,42.8,93.45,20.7,25,100,8.5,CN,1694652329
517,ebon,4.582,168.6964,29.11,67,62,8.05,MH,1694652330
518,montepuez,-13.1256,38.9997,19.6,72,0,5.82,MZ,1694652330
519,katsuren-haebaru,26.3369,127.8719,31.21,70,40,5.75,JP,1694652330
520,kahama,-3.8333,32.6,21.59,59,80,11.03,TZ,1694652330
521,emerald,-23.5333,148.1667,23.49,37,0,7.45,AU,1694652330
522,kangding,30.0513,101.9603,16.37,70,10,4.27,CN,1694652330
523,bardai,11.65,7.2333,22.82,86,100,6.87,NG,1694652330
524,manggar,-2.8833,108.2667,28.45,70,38,15.39,ID,1694652330
525,labrador city,52.9463,-66.9114,10.95,93,100,6.91,CA,1694652330
526,nevel'sk,46.6733,141.8633,17.87,53,100,1.1,RU,1694652331
527,kozhevnikovo,56.2589,83.9714,7.36,96,18,4.59,RU,1694652331
528,arno,60.1167,18.6333,13.77,77,0,13.0,SE,1694652331
529,verkhnevilyuysk,63.4453,120.3167,2.16,97,100,9.1,RU,1694652331
530,lagoa,39.05,-27.9833,22.29,89,0,10.29,PT,1694652331
531,weno,7.4515,151.8468,29.1,72,82,10.76,FM,1694652331
532,atherton,53.5237,-2.4935,15.72,80,100,1.99,GB,1694652331
533,bridgewater,44.3835,-64.5155,20.62,99,100,10.36,CA,1694652331
534,oloron-sainte-marie,43.1944,-0.6107,18.96,95,34,0.36,FR,1694652331
535,grand baie,-20.0182,57.5802,21.26,76,6,1.01,MU,1694652302
536,tralee,52.2704,-9.7026,13.96,96,100,4.36,IE,1694652332
537,yaren,-0.5472,166.916,28.41,69,10,1.39,NR,1694652266
538,saynshand,44.8824,110.1163,22.25,29,100,14.76,MN,1694652332
539,birobidzhan,48.8,132.95,14.48,59,100,4.43,RU,1694652332
540,banda aceh,5.5577,95.3222,27.4,80,100,6.51,ID,1694652241
541,ulaangom,49.9811,92.0667,12.44,57,94,3.71,MN,1694652332
542,jasper,37.2001,-94.3502,21.42,55,100,7.05,US,1694652332
543,yuksekova,37.5736,44.2872,11.86,71,40,2.3,TR,1694652332
544,luzino,54.9481,73.0353,11.87,76,75,6.71,RU,1694652332
545,tucupita,9.0622,-62.051,25.65,86,100,3.94,VE,1694652332
546,yermentau,51.6214,73.1069,9.13,85,100,5.5,KZ,1694652333
547,berdigestyakh,62.0989,126.6992,6.73,90,100,8.19,RU,1694652333
548,santa elena de uairen,4.6167,-61.1333,22.95,63,71,2.8,VE,1694652333
549,puma,-5.0,34.7333,15.31,80,0,14.41,TZ,1694652333
550,novodvinsk,64.4165,40.8122,13.72,81,100,9.22,RU,1694652333
551,witbank,-25.8713,29.2332,5.96,90,0,6.6,ZA,1694652333
552,chabahar,25.2919,60.643,26.38,90,92,9.71,IR,1694652333
553,maasim,5.8575,125.0061,26.94,74,97,8.32,PH,1694652333
554,colonel hill,22.7667,-74.2167,29.24,71,58,15.68,BS,1694652333
555,xilin hot,43.9667,116.0333,20.99,40,99,10.0,CN,1694652334
556,enriquillo,17.9,-71.2333,26.82,85,91,5.01,DO,1694652334
557,sola,-13.8833,167.55,28.37,70,100,3.44,VU,1694652334
558,alaghsas,17.0187,8.0168,32.07,40,9,10.51,NE,1694652334
559,micheweni,-4.9667,39.8333,24.84,80,4,12.17,TZ,1694652334
560,gizo,-8.103,156.8419,26.27,82,81,20.83,SB,1694652334
561,palikir - national government center,6.9248,158.1611,30.47,74,75,9.22,FM,1694652334
562,katsuura,35.1333,140.3,27.77,76,7,7.2,JP,1694652302
563,ola,59.5833,151.2833,7.86,92,100,11.56,RU,1694652335
564,zamora,-4.0692,-78.9567,21.2,97,67,1.34,EC,1694652335
565,mahdia,35.5047,11.0622,24.97,68,55,9.64,TN,1694652335
566,napili-honokowai,20.9708,-156.6705,31.64,83,32,14.07,US,1694652335
567,nieves,15.3274,120.9485,27.73,82,85,4.0,PH,1694652335
568,telimele,10.9167,-13.3333,22.39,97,100,0.58,GN,1694652223
569,marsabit,2.3284,37.9899,16.74,70,32,20.36,KE,1694652335
570,yulinshi,38.2906,109.7494,19.55,65,1,15.57,CN,1694652335
571,zelenoborskiy,66.845,32.3622,7.59,92,100,4.07,RU,1694652335
572,castillos,-34.1667,-53.8333,9.2,93,100,8.21,UY,1694652336
573,mejit,10.2753,170.8646,28.68,76,37,13.78,MH,1694652336
574,general acha,-37.377,-64.6043,12.55,31,100,6.33,AR,1694652336
575,road town,18.4167,-64.6167,30.05,74,20,8.05,VG,1694652336
576,ladario,-19.0047,-57.6017,17.36,91,93,1.72,BR,1694652336
577,xai-xai,-25.0519,33.6442,15.73,74,0,3.85,MZ,1694652336
578,doume,4.2333,13.45,20.45,98,100,3.58,CM,1694652336
579,yemva,62.59,50.8594,8.74,97,19,5.57,RU,1694652336
580,vadso,70.0744,29.7487,4.49,87,2,8.05,NO,1694652337
581,gwanda,-20.9333,29.0,12.95,89,100,7.34,ZW,1694652337
